"Nid","Accordion Section"
"2837","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 56 participants wants everyone to sell 1 inner kit each (12 units):<br />
</p><blockquote>56 participants x 1 kit / participant = 56 kits
<p>56 kits x 12 units / kit = 672 units</p>
<p>672 units  x $3.00 / unit = $2,016.00 gross sales</p>
<p>$2,016.00 x 35% profit = <strong>$705.60 profit</strong></p></blockquote>
<p>The profit would be 35% because you would need to order 5 cases (Volume discounts apply):<br />
</p><blockquote>56 participants x 1 kit / participant = 56 kits
<p>56 kits ÷ 12 kits / case = 4.7 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"2837","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>7-10 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>1.0 oz. Peppered Steaks</i> ship to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"2836","<h2>Questions about 1.0 oz. Wild Sticks?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>1.0 oz. Wild Sticks</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>1.0 oz. Wild Sticks</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>1.0 oz. Wild Sticks</i> at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>1.0 oz. Wild Sticks</i> orders deliver within 7-10 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>1.0 oz. Wild Sticks</i> orders ship 6 inner caddies to the case, consider issuing 1 caddie to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 6. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold beef steaks to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>1.0 oz. Wild Sticks</i> fundraiser.</p></div>
</div>"
"2836","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling them for $2.00 each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>40. Each case contains 6 inner caddies of 20.</p></div>
<h3>What is the size?</h3>
<div>
<p>1 oz each.</p></div>
<h3>How long do they stay fresh?</h3>
<div>
<p>In unopened packets Jack Link's products stay fresh for up to 12 months. We don’t recommend consuming our products after the date listed on the package. Once opened, be sure to refrigerate within 3 days.</p></div>
<h3>Are they healthy?</h3>
<div>
<p>Made with 100% grass-fed beef raised without added growth hormones or antibiotics, <i>1.0 oz. Wild Sticks</i> have no preservatives, added nitrates or nitrites (except those naturally occurring in cultured celery powder and celery seed), or MSG. A good source of protein, they’re a popular gluten-free and keto-friendly snack.</p></div>
</div>"
"2836","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 56 participants wants everyone to sell 1 inner caddie each (20 units):<br />
</p><blockquote>56 participants x 1 caddie / participant = 56 caddies
<p>56 caddies x 20 units / caddie = 1,120 units</p>
<p>1,120 units  x $2.00 / unit = $2,240.00 gross sales</p>
<p>$2,240.00 x 35% profit = <strong>$784.00 profit</strong></p></blockquote>
<p>The profit would be 35% because you would need to order 10 cases (Volume discounts apply):<br />
</p><blockquote>56 participants x 1 caddie / participant = 56 caddies
<p>56 caddies ÷ 6 caddies / case = 9.3 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"2836","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>7-10 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>1.0 oz. Wild Sticks</i> ship to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"2818","<h2>Questions about 1.0 oz. Teriyaki Steaks?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>1.0 oz. Teriyaki Steaks</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>1.0 oz. Teriyaki Steaks</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>1.0 oz. Teriyaki Steaks</i> at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>1.0 oz. Teriyaki Steaks</i> orders deliver within 7-10 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>1.0 oz. Teriyaki Steaks</i> orders ship 12 inner kits to the case, consider issuing 1 kit to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 12. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold teriyaki steaks to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>1.0 oz. Teriyaki Steaks</i> fundraiser.</p></div>
</div>"
"2818","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling them for $3.00 each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>144. Each case contains 12 inner kits of 12.</p></div>
<h3>What is the size?</h3>
<div>
<p>1 oz each.</p></div>
<h3>How long do they stay fresh?</h3>
<div>
<p>In unopened packets Jack Link's products stay fresh for up to 12 months. We don’t recommend consuming our products after the date listed on the package. Once opened, be sure to refrigerate within 3 days.</p></div>
<h3>Are they healthy?</h3>
<div>
<p>Made with 100% grass-fed beef raised without added growth hormones or antibiotics, <i>1.0 oz. Teriyaki Steaks</i> have no preservatives, added nitrates or nitrites (except those naturally occurring in cultured celery powder and celery seed), or MSG. A good source of protein, they’re a popular gluten-free and keto-friendly snack.</p></div>
</div>"
"2818","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 56 participants wants everyone to sell 1 inner kit each (12 units):<br />
</p><blockquote>56 participants x 1 kit / participant = 56 kits
<p>56 kits x 12 units / kit = 672 units</p>
<p>672 units  x $3.00 / unit = $2,016.00 gross sales</p>
<p>$2,016.00 x 35% profit = <strong>$705.60 profit</strong></p></blockquote>
<p>The profit would be 35% because you would need to order 5 cases (Volume discounts apply):<br />
</p><blockquote>56 participants x 1 kit / participant = 56 kits
<p>56 kits ÷ 12 kits / case = 4.7 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"2818","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>7-10 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>1.0 oz. Teriyaki Steaks</i> ship to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"2816","<h2>Questions about 1.0 oz. Beef Steaks?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>1.0 oz. Beef Steaks</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>1.0 oz. Beef Steaks</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>1.0 oz. Beef Steaks</i> at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>1.0 oz. Beef Steaks</i> orders deliver within 7-10 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>1.0 oz. Beef Steaks</i> orders ship 12 inner kits to the case, consider issuing 1 kit to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 12. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold beef steaks to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>1.0 oz. Beef Steaks</i> fundraiser.</p></div>
</div>"
"2816","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling them for $3.00 each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>144. Each case contains 12 inner kits of 12.</p></div>
<h3>What is the size?</h3>
<div>
<p>1 oz each.</p></div>
<h3>How long do they stay fresh?</h3>
<div>
<p>In unopened packets Jack Link's products stay fresh for up to 12 months. We don’t recommend consuming our products after the date listed on the package. Once opened, be sure to refrigerate within 3 days.</p></div>
<h3>Are they healthy?</h3>
<div>
<p>Made with 100% grass-fed beef raised without added growth hormones or antibiotics, <i>1.0 oz. Beef Steaks</i> have no preservatives, added nitrates or nitrites (except those naturally occurring in cultured celery powder and celery seed), or MSG. A good source of protein, they’re a popular gluten-free and keto-friendly snack.</p></div>
</div>"
"2816","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 56 participants wants everyone to sell 1 inner kit each (12 units):<br />
</p><blockquote>56 participants x 1 kit / participant = 56 kits
<p>56 kits x 12 units / kit = 672 units</p>
<p>672 units  x $3.00 / unit = $2,016.00 gross sales</p>
<p>$2,016.00 x 35% profit = <strong>$705.60 profit</strong></p></blockquote>
<p>The profit would be 35% because you would need to order 5 cases (Volume discounts apply):<br />
</p><blockquote>56 participants x 1 kit / participant = 56 kits
<p>56 kits ÷ 12 kits / case = 4.7 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"2816","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>7-10 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>1.0 oz. Beef Steaks</i> ship to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"2803","<h2>Questions about Tritan Tumblers?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Tritan</i> tumblers to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Tritan</i> tumblers without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Tritan</i> tumblers at a discounted price and then sell it at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Tritan</i> tumblers ship within 10 business days after artwork approved.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their tumbler allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Tritan</i> tumblers come 24 to the case, consider issuing 6 to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 4. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns.</p>
<p><strong>TIP</strong>: Consider issuing unsold tumblers to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Tritan</i> tumbler fundraiser.</p></div>
</div>"
"2803","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do tumblers sell for?</h3>
<div>
<p>We suggest selling <i>Tritan</i> tumblers for $20 each.</p></div>
<h3>How many tumblers are in a case?</h3>
<div>
<p>24</p></div>
<h3>Are the tumblers thermally insulated?</h3>
<div>
<p>Yes. <i>Tritan</i> tumblers keep hot drinks hot and cold drinks cold. They are also sweat resistant. No coaster needed.</p></div>
<h3>What is the quality?</h3>
<div>
<p><i>Tritan</i> tumblers come with a lifetime guarantee. They are made of Eastman co-polyester Tritan material. Under normal use they won’t break, crack, melt, shatter or chip (Guarantee does not pertain to accessories such as lids and straws).</p></div>
<h3>Do we choose our own logo?</h3>
<div>
<p>Yes. Before submitting the design form you’ll be able to upload your logo.</p></div>
<h3>How large is our logo on the tumbler?</h3>
<div>
<p>To maximize impact, we use a full wrap design.</p></div>
<h3>What are our logo color options?</h3>
<div>
<p>You can choose up to 3 colors.</p></div>
<h3>Are tumblers dishwasher safe?</h3>
<div>
<p><i>Tritan</i> tumblers are top rack dishwasher and microwave safe. They are also BPA free.</p></div>
</div>"
"2803","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 2 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 75 participants wants everyone to sell 6 tumblers:<br />
</p><blockquote>75 participants x 6 tumblers / participant = 450 tumblers
<p>450 tumblers ÷ 24 tumblers / case = 18.75 cases (Round up)</p>
<p>19 cases x 24 tumblers / case = 456 tumblers</p>
<p>456 tumblers x $20.00 / tumbler = $9,120.00 retail</p>
<p>$9,120.00 x 45% profit = <strong>$4,104.00 profit</strong></p></blockquote>
<p>The profit would be 45% because you would need to order 19 cases (Volume discounts apply).</p>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"2803","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>Orders ship within 10 business days after you have approved your artwork. Time to ship is dependent on your location from our warehouse.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Tritan</i> tumblers ship out of our Indiana warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"2798","<h2>Questions about Spring Smencils?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Spring Smencils</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Spring Smencils</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Spring Smencils</i> at a discounted price and then sell it at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Spring Smencils</i> deliver within 4-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their smencil allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Spring Smencils</i> come 10 inner buckets of 50 to the case, consider issuing 25 to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 20. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns.</p>
<p><strong>TIP</strong>: Consider issuing unsold smencils to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Spring Smencils</i> fundraiser.</p></div>
</div>"
"2798","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling <i>Spring Smencils</i> for $1 each.</p></div>
<h3>How many smencils are in a case?</h3>
<div>
<p>500. There are 10 inner buckets of 50. Each bucket contains 10 each of the 5 scents.</p></div>
<h3>Are smencils individually packaged?</h3>
<div>
<p>Yes. Each smencil is a No.2 graphite pencil that is packaged in its own recyclable plastic freshness tube.</p></div>
<h3>Can scents be mixed in a case?</h3>
<div>
<p>No. All scents are preselected and cases cannot be broken up.</p></div>
<h3>How long do smencils stay fresh?</h3>
<div>
<p>Scents are guaranteed to last for 2 years.</p></div>
<h3>How are smencils made?</h3>
<div>
<p>Smencils are fragrant pencils made from 100% recycled newspapers. Rolled newspaper sheets form around each core until the right pencil thickness results. Then they're hardened. This allows each smencil to be sharpened just like wooden pencils. Finally, we soak them with our gourmet liquid scents.</p></div>
</div>"
"2798","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 55 participants wants everyone to sell 25 smencils:<br />
</p><blockquote>55 participants x 25 smencils / participant = 1,375 smencils
<p>1,375 smencils ÷ 500 smencils / case = 2.75 cases (Round up)</p>
<p>3 cases x 500 smencils / case = 1,500 smencils</p>
<p>1,500 smencils x $1.00 / smencil = $1,500.00 retail</p>
<p>$1,500.00 x 40% profit = <strong>$600.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 3 cases (Volume discounts apply).</p>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"2798","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>Orders deliver within 4-7 business days. Time to ship is dependent on your location from our warehouse.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Spring Smencils</i> ship out of our California warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"2795","<h2>Questions about Valentines Smencils?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Valentines Smencils</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Valentines Smencils</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Valentines Smencils</i> at a discounted price and then sell it at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Valentines Smencils</i> deliver within 4-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their smencil allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Valentines Smencils</i> come 10 inner buckets of 50 to the case, consider issuing 25 to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 20. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns.</p>
<p><strong>TIP</strong>: Consider issuing unsold smencils to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Valentines Smencils</i> fundraiser.</p></div>
</div>"
